timestamp;customer_no;location;spend_time;location_next
2019-09-02 07:06:00;10;fruit;3;fruit
2019-09-02 07:06:00;11;drinks;3;drinks
2019-09-02 07:06:00;12;spices;5;drinks
2019-09-02 07:06:00;13;dairy;11;dairy
2019-09-02 07:06:00;14;fruit;4;fruit
2019-09-02 07:06:00;15;entrance;6;spices
2019-09-02 07:06:00;16;entrance;5;dairy
2019-09-02 07:07:00;4;dairy;5;checkout
2019-09-02 07:07:00;6;dairy;26;dairy
2019-09-02 07:07:00;7;drinks;10;drinks
2019-09-02 07:07:00;8;checkout;4;checkout
2019-09-02 07:07:00;9;dairy;8;dairy
2019-09-02 07:07:00;10;fruit;3;checkout
2019-09-02 07:07:00;11;drinks;3;checkout
2019-09-02 07:07:00;12;drinks;5;drinks
2019-09-02 07:07:00;13;dairy;11;dairy
2019-09-02 07:07:00;14;fruit;4;fruit
2019-09-02 07:07:00;15;spices;6;fruit
2019-09-02 07:07:00;16;dairy;5;dairy
2019-09-02 07:08:00;4;checkout;5;checkout
2019-09-02 07:08:00;6;dairy;26;dairy
2019-09-02 07:08:00;7;drinks;10;spices
2019-09-02 07:08:00;9;dairy;8;dairy
2019-09-02 07:08:00;10;checkout;3;checkout
2019-09-02 07:08:00;11;checkout;3;checkout
2019-09-02 07:08:00;12;drinks;5;drinks
2019-09-02 07:08:00;13;dairy;11;dairy
2019-09-02 07:08:00;14;fruit;4;checkout
2019-09-02 07:08:00;15;fruit;6;fruit
2019-09-02 07:08:00;16;dairy;5;spices
2019-09-02 07:09:00;6;dairy;26;dairy
2019-09-02 07:09:00;7;spices;10;spices
2019-09-02 07:09:00;9;dairy;8;dairy
2019-09-02 07:09:00;12;drinks;5;checkout
2019-09-02 07:09:00;13;dairy;11;dairy
2019-09-02 07:09:00;14;checkout;4;checkout
2019-09-02 07:09:00;15;fruit;6;fruit
2019-09-02 07:09:00;16;spices;5;spices
2019-09-02 07:10:00;6;dairy;26;dairy
2019-09-02 07:10:00;7;spices;10;fruit
2019-09-02 07:10:00;9;dairy;8;dairy
2019-09-02 07:10:00;12;checkout;5;checkout
2019-09-02 07:10:00;13;dairy;11;dairy
2019-09-02 07:10:00;15;fruit;6;fruit
2019-09-02 07:10:00;16;spices;5;checkout
2019-09-02 07:10:00;17;entrance;12;fruit
2019-09-02 07:11:00;6;dairy;26;dairy
2019-09-02 07:11:00;7;fruit;10;fruit
2019-09-02 07:11:00;9;dairy;8;fruit
2019-09-02 07:11:00;13;dairy;11;dairy
2019-09-02 07:11:00;15;fruit;6;checkout
2019-09-02 07:11:00;16;checkout;5;checkout
2019-09-02 07:11:00;17;fruit;12;fruit
2019-09-02 07:11:00;18;entrance;6;fruit
2019-09-02 07:11:00;19;entrance;9;spices
2019-09-02 07:11:00;20;entrance;3;drinks
2019-09-02 07:12:00;6;dairy;26;dairy
2019-09-02 07:12:00;7;fruit;10;checkout
2019-09-02 07:12:00;9;fruit;8;checkout
2019-09-02 07:12:00;13;dairy;11;spices
2019-09-02 07:12:00;15;checkout;6;checkout
2019-09-02 07:12:00;17;fruit;12;fruit
2019-09-02 07:12:00;18;fruit;6;fruit
2019-09-02 07:12:00;19;spices;9;drinks
2019-09-02 07:12:00;20;drinks;3;drinks
2019-09-02 07:12:00;21;entrance;4;drinks
2019-09-02 07:12:00;22;entrance;5;fruit
2019-09-02 07:13:00;6;dairy;26;dairy
2019-09-02 07:13:00;7;checkout;10;checkout
2019-09-02 07:13:00;9;checkout;8;checkout
2019-09-02 07:13:00;13;spices;11;dairy
2019-09-02 07:13:00;17;fruit;12;fruit
2019-09-02 07:13:00;18;fruit;6;dairy
2019-09-02 07:13:00;19;drinks;9;drinks
2019-09-02 07:13:00;20;drinks;3;checkout
2019-09-02 07:13:00;21;drinks;4;drinks
2019-09-02 07:13:00;22;fruit;5;fruit
2019-09-02 07:13:00;23;entrance;2;fruit
2019-09-02 07:13:00;24;entrance;7;drinks
2019-09-02 07:14:00;6;dairy;26;dairy
2019-09-02 07:14:00;13;dairy;11;fruit
2019-09-02 07:14:00;17;fruit;12;fruit
2019-09-02 07:14:00;18;dairy;6;dairy
2019-09-02 07:14:00;19;drinks;9;drinks
2019-09-02 07:14:00;20;checkout;3;checkout
2019-09-02 07:14:00;21;drinks;4;spices
2019-09-02 07:14:00;22;fruit;5;dairy
2019-09-02 07:14:00;23;fruit;2;checkout
2019-09-02 07:14:00;24;drinks;7;drinks
2019-09-02 07:15:00;6;dairy;26;dairy
2019-09-02 07:15:00;13;fruit;11;checkout
2019-09-02 07:15:00;17;fruit;12;fruit
2019-09-02 07:15:00;18;dairy;6;dairy
2019-09-02 07:15:00;19;drinks;9;drinks
2019-09-02 07:15:00;21;spices;4;checkout
2019-09-02 07:15:00;22;dairy;5;dairy
2019-09-02 07:15:00;23;checkout;2;checkout
2019-09-02 07:15:00;24;drinks;7;drinks
2019-09-02 07:15:00;25;entrance;7;spices
2019-09-02 07:15:00;26;entrance;9;fruit
2019-09-02 07:15:00;27;entrance;18;spices
2019-09-02 07:15:00;28;entrance;4;drinks
2019-09-02 07:15:00;29;entrance;3;drinks
2019-09-02 07:16:00;6;dairy;26;spices
2019-09-02 07:16:00;13;checkout;11;checkout
2019-09-02 07:16:00;17;fruit;12;fruit
2019-09-02 07:16:00;18;dairy;6;checkout
2019-09-02 07:16:00;19;drinks;9;drinks
2019-09-02 07:16:00;21;checkout;4;checkout
2019-09-02 07:16:00;22;dairy;5;checkout
2019-09-02 07:16:00;24;drinks;7;drinks
2019-09-02 07:16:00;25;spices;7;dairy
2019-09-02 07:16:00;26;fruit;9;fruit
2019-09-02 07:16:00;27;spices;18;spices
2019-09-02 07:16:00;28;drinks;4;drinks
2019-09-02 07:16:00;29;drinks;3;drinks
2019-09-02 07:16:00;30;entrance;7;spices
2019-09-02 07:16:00;31;entrance;2;spices
2019-09-02 07:16:00;32;entrance;4;drinks
2019-09-02 07:16:00;33;entrance;17;fruit
2019-09-02 07:16:00;34;entrance;11;spices
2019-09-02 07:17:00;6;spices;26;drinks
2019-09-02 07:17:00;17;fruit;12;fruit
2019-09-02 07:17:00;18;checkout;6;checkout
2019-09-02 07:17:00;19;drinks;9;drinks
2019-09-02 07:17:00;22;checkout;5;checkout
2019-09-02 07:17:00;24;drinks;7;drinks
2019-09-02 07:17:00;25;dairy;7;spices
2019-09-02 07:17:00;26;fruit;9;fruit
2019-09-02 07:17:00;27;spices;18;spices
2019-09-02 07:17:00;28;drinks;4;drinks
2019-09-02 07:17:00;29;drinks;3;checkout
2019-09-02 07:17:00;30;spices;7;drinks
2019-09-02 07:17:00;31;spices;2;checkout
2019-09-02 07:17:00;32;drinks;4;drinks
2019-09-02 07:17:00;33;fruit;17;fruit
2019-09-02 07:17:00;34;spices;11;drinks
2019-09-02 07:17:00;35;entrance;5;dairy
2019-09-02 07:18:00;6;drinks;26;drinks
2019-09-02 07:18:00;17;fruit;12;fruit
2019-09-02 07:18:00;19;drinks;9;drinks
2019-09-02 07:18:00;24;drinks;7;drinks
2019-09-02 07:18:00;25;spices;7;drinks
2019-09-02 07:18:00;26;fruit;9;fruit
2019-09-02 07:18:00;27;spices;18;dairy
2019-09-02 07:18:00;28;drinks;4;checkout
2019-09-02 07:18:00;29;checkout;3;checkout
2019-09-02 07:18:00;30;drinks;7;fruit
2019-09-02 07:18:00;31;checkout;2;checkout
2019-09-02 07:18:00;32;drinks;4;drinks
2019-09-02 07:18:00;33;fruit;17;fruit
2019-09-02 07:18:00;34;drinks;11;drinks
2019-09-02 07:18:00;35;dairy;5;drinks
2019-09-02 07:19:00;6;drinks;26;drinks
2019-09-02 07:19:00;17;fruit;12;fruit
2019-09-02 07:19:00;19;drinks;9;checkout
2019-09-02 07:19:00;24;drinks;7;checkout
2019-09-02 07:19:00;25;drinks;7;drinks
2019-09-02 07:19:00;26;fruit;9;dairy
2019-09-02 07:19:00;27;dairy;18;dairy
2019-09-02 07:19:00;28;checkout;4;checkout
2019-09-02 07:19:00;30;fruit;7;dairy
2019-09-02 07:19:00;32;drinks;4;checkout
2019-09-02 07:19:00;33;fruit;17;dairy
2019-09-02 07:19:00;34;drinks;11;drinks
2019-09-02 07:19:00;35;drinks;5;drinks
2019-09-02 07:19:00;36;entrance;2;dairy
2019-09-02 07:20:00;6;drinks;26;drinks
2019-09-02 07:20:00;17;fruit;12;fruit
2019-09-02 07:20:00;19;checkout;9;checkout
2019-09-02 07:20:00;24;checkout;7;checkout
2019-09-02 07:20:00;25;drinks;7;drinks
2019-09-02 07:20:00;26;dairy;9;dairy
2019-09-02 07:20:00;27;dairy;18;dairy
2019-09-02 07:20:00;30;dairy;7;fruit
2019-09-02 07:20:00;32;checkout;4;checkout
2019-09-02 07:20:00;33;dairy;17;dairy
2019-09-02 07:20:00;34;drinks;11;drinks
2019-09-02 07:20:00;35;drinks;5;drinks
2019-09-02 07:20:00;36;dairy;2;checkout
2019-09-02 07:21:00;6;drinks;26;drinks
2019-09-02 07:21:00;17;fruit;12;checkout
2019-09-02 07:21:00;25;drinks;7;checkout
2019-09-02 07:21:00;26;dairy;9;dairy
2019-09-02 07:21:00;27;dairy;18;dairy
2019-09-02 07:21:00;30;fruit;7;fruit
2019-09-02 07:21:00;33;dairy;17;spices
2019-09-02 07:21:00;34;drinks;11;drinks
2019-09-02 07:21:00;35;drinks;5;checkout
2019-09-02 07:21:00;36;checkout;2;checkout
2019-09-02 07:21:00;37;entrance;5;fruit
2019-09-02 07:21:00;38;entrance;8;fruit
2019-09-02 07:22:00;6;drinks;26;drinks
2019-09-02 07:22:00;17;checkout;12;checkout
2019-09-02 07:22:00;25;checkout;7;checkout
2019-09-02 07:22:00;26;dairy;9;dairy
2019-09-02 07:22:00;27;dairy;18;dairy
2019-09-02 07:22:00;30;fruit;7;checkout
2019-09-02 07:22:00;33;spices;17;dairy
2019-09-02 07:22:00;34;drinks;11;drinks
2019-09-02 07:22:00;35;checkout;5;checkout
2019-09-02 07:22:00;37;fruit;5;fruit
2019-09-02 07:22:00;38;fruit;8;fruit
2019-09-02 07:23:00;6;drinks;26;drinks
2019-09-02 07:23:00;26;dairy;9;checkout
2019-09-02 07:23:00;27;dairy;18;dairy
2019-09-02 07:23:00;30;checkout;7;checkout
2019-09-02 07:23:00;33;dairy;17;drinks
2019-09-02 07:23:00;34;drinks;11;drinks
2019-09-02 07:23:00;37;fruit;5;fruit
2019-09-02 07:23:00;38;fruit;8;fruit
2019-09-02 07:24:00;6;drinks;26;spices
2019-09-02 07:24:00;26;checkout;9;checkout
2019-09-02 07:24:00;27;dairy;18;dairy
2019-09-02 07:24:00;33;drinks;17;drinks
2019-09-02 07:24:00;34;drinks;11;spices
2019-09-02 07:24:00;37;fruit;5;fruit
2019-09-02 07:24:00;38;fruit;8;fruit
2019-09-02 07:25:00;6;spices;26;dairy
2019-09-02 07:25:00;27;dairy;18;dairy
2019-09-02 07:25:00;33;drinks;17;spices
2019-09-02 07:25:00;34;spices;11;fruit
2019-09-02 07:25:00;37;fruit;5;checkout
2019-09-02 07:25:00;38;fruit;8;dairy
2019-09-02 07:25:00;39;entrance;2;dairy
2019-09-02 07:25:00;40;entrance;5;dairy
2019-09-02 07:25:00;41;entrance;8;drinks
2019-09-02 07:25:00;42;entrance;19;dairy
2019-09-02 07:25:00;43;entrance;18;fruit
2019-09-02 07:25:00;44;entrance;2;fruit
2019-09-02 07:25:00;45;entrance;30;spices
2019-09-02 07:25:00;46;entrance;2;fruit
2019-09-02 07:26:00;6;dairy;26;spices
2019-09-02 07:26:00;27;dairy;18;dairy
2019-09-02 07:26:00;33;spices;17;drinks
2019-09-02 07:26:00;34;fruit;11;checkout
2019-09-02 07:26:00;37;checkout;5;checkout
2019-09-02 07:26:00;38;dairy;8;dairy
2019-09-02 07:26:00;39;dairy;2;checkout
2019-09-02 07:26:00;40;dairy;5;dairy
2019-09-02 07:26:00;41;drinks;8;dairy
2019-09-02 07:26:00;42;dairy;19;dairy
2019-09-02 07:26:00;43;fruit;18;fruit
2019-09-02 07:26:00;44;fruit;2;checkout
2019-09-02 07:26:00;45;spices;30;dairy
2019-09-02 07:26:00;46;fruit;2;checkout
2019-09-02 07:26:00;47;entrance;10;drinks
2019-09-02 07:26:00;48;entrance;2;drinks
2019-09-02 07:26:00;49;entrance;2;spices
2019-09-02 07:27:00;6;spices;26;spices
2019-09-02 07:27:00;27;dairy;18;dairy
2019-09-02 07:27:00;33;drinks;17;drinks
2019-09-02 07:27:00;34;checkout;11;checkout
2019-09-02 07:27:00;38;dairy;8;dairy
2019-09-02 07:27:00;39;checkout;2;checkout
2019-09-02 07:27:00;40;dairy;5;dairy
2019-09-02 07:27:00;41;dairy;8;spices
2019-09-02 07:27:00;42;dairy;19;dairy
2019-09-02 07:27:00;43;fruit;18;dairy
2019-09-02 07:27:00;44;checkout;2;checkout
2019-09-02 07:27:00;45;dairy;30;dairy
2019-09-02 07:27:00;46;checkout;2;checkout
2019-09-02 07:27:00;47;drinks;10;fruit
2019-09-02 07:27:00;48;drinks;2;checkout
2019-09-02 07:27:00;49;spices;2;checkout
2019-09-02 07:27:00;50;entrance;5;fruit
2019-09-02 07:27:00;51;entrance;6;fruit
2019-09-02 07:28:00;6;spices;26;checkout
2019-09-02 07:28:00;27;dairy;18;dairy
2019-09-02 07:28:00;33;drinks;17;drinks
2019-09-02 07:28:00;38;dairy;8;checkout
2019-09-02 07:28:00;40;dairy;5;spices
2019-09-02 07:28:00;41;spices;8;spices
2019-09-02 07:28:00;42;dairy;19;dairy
2019-09-02 07:28:00;43;dairy;18;dairy
2019-09-02 07:28:00;45;dairy;30;dairy
2019-09-02 07:28:00;47;fruit;10;fruit
2019-09-02 07:28:00;48;checkout;2;checkout
2019-09-02 07:28:00;49;checkout;2;checkout
2019-09-02 07:28:00;50;fruit;5;drinks
2019-09-02 07:28:00;51;fruit;6;fruit
2019-09-02 07:28:00;52;entrance;11;drinks
2019-09-02 07:28:00;53;entrance;4;fruit
2019-09-02 07:29:00;6;checkout;26;checkout
2019-09-02 07:29:00;27;dairy;18;dairy
2019-09-02 07:29:00;33;drinks;17;drinks
2019-09-02 07:29:00;38;checkout;8;checkout
2019-09-02 07:29:00;40;spices;5;checkout
2019-09-02 07:29:00;41;spices;8;drinks
2019-09-02 07:29:00;42;dairy;19;spices
2019-09-02 07:29:00;43;dairy;18;dairy
2019-09-02 07:29:00;45;dairy;30;fruit
2019-09-02 07:29:00;47;fruit;10;fruit
2019-09-02 07:29:00;50;drinks;5;drinks
2019-09-02 07:29:00;51;fruit;6;fruit
2019-09-02 07:29:00;52;drinks;11;drinks
2019-09-02 07:29:00;53;fruit;4;fruit
2019-09-02 07:29:00;54;entrance;8;spices
2019-09-02 07:29:00;55;entrance;6;spices
2019-09-02 07:29:00;56;entrance;11;fruit
2019-09-02 07:29:00;57;entrance;2;fruit
2019-09-02 07:29:00;58;entrance;3;drinks
2019-09-02 07:29:00;59;entrance;10;dairy
2019-09-02 07:30:00;27;dairy;18;dairy
2019-09-02 07:30:00;33;drinks;17;drinks
2019-09-02 07:30:00;40;checkout;5;checkout
2019-09-02 07:30:00;41;drinks;8;drinks
2019-09-02 07:30:00;42;spices;19;spices
2019-09-02 07:30:00;43;dairy;18;dairy
2019-09-02 07:30:00;45;fruit;30;drinks
2019-09-02 07:30:00;47;fruit;10;fruit
2019-09-02 07:30:00;50;drinks;5;spices
2019-09-02 07:30:00;51;fruit;6;dairy
2019-09-02 07:30:00;52;drinks;11;spices
2019-09-02 07:30:00;53;fruit;4;fruit
2019-09-02 07:30:00;54;spices;8;dairy
2019-09-02 07:30:00;55;spices;6;spices
2019-09-02 07:30:00;56;fruit;11;fruit
2019-09-02 07:30:00;57;fruit;2;checkout
2019-09-02 07:30:00;58;drinks;3;drinks
2019-09-02 07:30:00;59;dairy;10;dairy
2019-09-02 07:31:00;27;dairy;18;dairy
2019-09-02 07:31:00;33;drinks;17;drinks
2019-09-02 07:31:00;41;drinks;8;drinks
2019-09-02 07:31:00;42;spices;19;fruit
2019-09-02 07:31:00;43;dairy;18;dairy
2019-09-02 07:31:00;45;drinks;30;drinks
2019-09-02 07:31:00;47;fruit;10;dairy
2019-09-02 07:31:00;50;spices;5;checkout
2019-09-02 07:31:00;51;dairy;6;dairy
2019-09-02 07:31:00;52;spices;11;spices
2019-09-02 07:31:00;53;fruit;4;checkout
2019-09-02 07:31:00;54;dairy;8;dairy
2019-09-02 07:31:00;55;spices;6;dairy
2019-09-02 07:31:00;56;fruit;11;fruit
2019-09-02 07:31:00;57;checkout;2;checkout
2019-09-02 07:31:00;58;drinks;3;checkout
2019-09-02 07:31:00;59;dairy;10;dairy
2019-09-02 07:32:00;27;dairy;18;checkout
2019-09-02 07:32:00;33;drinks;17;checkout
2019-09-02 07:32:00;41;drinks;8;checkout
2019-09-02 07:32:00;42;fruit;19;dairy
2019-09-02 07:32:00;43;dairy;18;dairy
2019-09-02 07:32:00;45;drinks;30;drinks
2019-09-02 07:32:00;47;dairy;10;dairy
2019-09-02 07:32:00;50;checkout;5;checkout
2019-09-02 07:32:00;51;dairy;6;checkout
2019-09-02 07:32:00;52;spices;11;fruit
2019-09-02 07:32:00;53;checkout;4;checkout
2019-09-02 07:32:00;54;dairy;8;dairy
2019-09-02 07:32:00;55;dairy;6;dairy
2019-09-02 07:32:00;56;fruit;11;dairy
2019-09-02 07:32:00;58;checkout;3;checkout
2019-09-02 07:32:00;59;dairy;10;dairy
2019-09-02 07:32:00;60;entrance;4;fruit
2019-09-02 07:32:00;61;entrance;9;spices
2019-09-02 07:32:00;62;entrance;6;spices
2019-09-02 07:33:00;27;checkout;18;checkout
2019-09-02 07:33:00;33;checkout;17;checkout
2019-09-02 07:33:00;41;checkout;8;checkout
2019-09-02 07:33:00;42;dairy;19;dairy
2019-09-02 07:33:00;43;dairy;18;dairy
2019-09-02 07:33:00;45;drinks;30;fruit
2019-09-02 07:33:00;47;dairy;10;dairy
2019-09-02 07:33:00;51;checkout;6;checkout
2019-09-02 07:33:00;52;fruit;11;fruit
2019-09-02 07:33:00;54;dairy;8;dairy
2019-09-02 07:33:00;55;dairy;6;dairy
2019-09-02 07:33:00;56;dairy;11;spices
2019-09-02 07:33:00;59;dairy;10;dairy
2019-09-02 07:33:00;60;fruit;4;fruit
2019-09-02 07:33:00;61;spices;9;drinks
2019-09-02 07:33:00;62;spices;6;spices
2019-09-02 07:34:00;42;dairy;19;dairy
2019-09-02 07:34:00;43;dairy;18;dairy
2019-09-02 07:34:00;45;fruit;30;fruit
2019-09-02 07:34:00;47;dairy;10;dairy
2019-09-02 07:34:00;52;fruit;11;fruit
2019-09-02 07:34:00;54;dairy;8;dairy
2019-09-02 07:34:00;55;dairy;6;checkout
2019-09-02 07:34:00;56;spices;11;drinks
2019-09-02 07:34:00;59;dairy;10;drinks
2019-09-02 07:34:00;60;fruit;4;drinks
2019-09-02 07:34:00;61;drinks;9;drinks
2019-09-02 07:34:00;62;spices;6;drinks
2019-09-02 07:35:00;42;dairy;19;dairy
2019-09-02 07:35:00;43;dairy;18;dairy
2019-09-02 07:35:00;45;fruit;30;dairy
2019-09-02 07:35:00;47;dairy;10;checkout
2019-09-02 07:35:00;52;fruit;11;drinks
2019-09-02 07:35:00;54;dairy;8;dairy
2019-09-02 07:35:00;55;checkout;6;checkout
2019-09-02 07:35:00;56;drinks;11;drinks
2019-09-02 07:35:00;59;drinks;10;drinks
2019-09-02 07:35:00;60;drinks;4;checkout
2019-09-02 07:35:00;61;drinks;9;drinks
2019-09-02 07:35:00;62;drinks;6;drinks
2019-09-02 07:36:00;42;dairy;19;dairy
2019-09-02 07:36:00;43;dairy;18;dairy
2019-09-02 07:36:00;45;dairy;30;dairy
2019-09-02 07:36:00;47;checkout;10;checkout
2019-09-02 07:36:00;52;drinks;11;fruit
2019-09-02 07:36:00;54;dairy;8;checkout
2019-09-02 07:36:00;56;drinks;11;drinks
2019-09-02 07:36:00;59;drinks;10;drinks
2019-09-02 07:36:00;60;checkout;4;checkout
2019-09-02 07:36:00;61;drinks;9;drinks
2019-09-02 07:36:00;62;drinks;6;drinks
2019-09-02 07:37:00;42;dairy;19;dairy
2019-09-02 07:37:00;43;dairy;18;dairy
2019-09-02 07:37:00;45;dairy;30;dairy
2019-09-02 07:37:00;52;fruit;11;fruit
2019-09-02 07:37:00;54;checkout;8;checkout
2019-09-02 07:37:00;56;drinks;11;drinks
2019-09-02 07:37:00;59;drinks;10;fruit
2019-09-02 07:37:00;61;drinks;9;drinks
2019-09-02 07:37:00;62;drinks;6;checkout
2019-09-02 07:38:00;42;dairy;19;dairy
2019-09-02 07:38:00;43;dairy;18;fruit
2019-09-02 07:38:00;45;dairy;30;dairy
2019-09-02 07:38:00;52;fruit;11;checkout
2019-09-02 07:38:00;56;drinks;11;drinks
2019-09-02 07:38:00;59;fruit;10;checkout
2019-09-02 07:38:00;61;drinks;9;drinks
2019-09-02 07:38:00;62;checkout;6;checkout
2019-09-02 07:38:00;63;entrance;10;spices
2019-09-02 07:39:00;42;dairy;19;dairy
2019-09-02 07:39:00;43;fruit;18;fruit
2019-09-02 07:39:00;45;dairy;30;dairy
2019-09-02 07:39:00;52;checkout;11;checkout
2019-09-02 07:39:00;56;drinks;11;checkout
2019-09-02 07:39:00;59;checkout;10;checkout
2019-09-02 07:39:00;61;drinks;9;drinks
2019-09-02 07:39:00;63;spices;10;drinks
2019-09-02 07:39:00;64;entrance;6;drinks
2019-09-02 07:39:00;65;entrance;8;drinks
2019-09-02 07:39:00;66;entrance;8;spices
2019-09-02 07:40:00;42;dairy;19;dairy
2019-09-02 07:40:00;43;fruit;18;dairy
2019-09-02 07:40:00;45;dairy;30;dairy
2019-09-02 07:40:00;56;checkout;11;checkout
2019-09-02 07:40:00;61;drinks;9;checkout
2019-09-02 07:40:00;63;drinks;10;fruit
2019-09-02 07:40:00;64;drinks;6;drinks
2019-09-02 07:40:00;65;drinks;8;drinks
2019-09-02 07:40:00;66;spices;8;spices
2019-09-02 07:41:00;42;dairy;19;dairy
2019-09-02 07:41:00;43;dairy;18;dairy
2019-09-02 07:41:00;45;dairy;30;dairy
2019-09-02 07:41:00;61;checkout;9;checkout
2019-09-02 07:41:00;63;fruit;10;fruit
2019-09-02 07:41:00;64;drinks;6;fruit
2019-09-02 07:41:00;65;drinks;8;drinks
2019-09-02 07:41:00;66;spices;8;spices
2019-09-02 07:41:00;67;entrance;7;dairy
2019-09-02 07:41:00;68;entrance;11;spices
2019-09-02 07:41:00;69;entrance;2;fruit
2019-09-02 07:41:00;70;entrance;6;spices
2019-09-02 07:42:00;42;dairy;19;dairy
2019-09-02 07:42:00;43;dairy;18;checkout
2019-09-02 07:42:00;45;dairy;30;dairy
2019-09-02 07:42:00;63;fruit;10;dairy
2019-09-02 07:42:00;64;fruit;6;drinks
2019-09-02 07:42:00;65;drinks;8;drinks
2019-09-02 07:42:00;66;spices;8;drinks
2019-09-02 07:42:00;67;dairy;7;dairy
2019-09-02 07:42:00;68;spices;11;spices
2019-09-02 07:42:00;69;fruit;2;checkout
2019-09-02 07:42:00;70;spices;6;spices
2019-09-02 07:42:00;71;entrance;9;dairy
2019-09-02 07:42:00;72;entrance;10;spices
2019-09-02 07:42:00;73;entrance;2;dairy
2019-09-02 07:42:00;74;entrance;4;spices
2019-09-02 07:42:00;75;entrance;8;spices
2019-09-02 07:43:00;42;dairy;19;checkout
2019-09-02 07:43:00;43;checkout;18;checkout
2019-09-02 07:43:00;45;dairy;30;dairy
2019-09-02 07:43:00;63;dairy;10;fruit
2019-09-02 07:43:00;64;drinks;6;drinks
2019-09-02 07:43:00;65;drinks;8;drinks
2019-09-02 07:43:00;66;drinks;8;drinks
2019-09-02 07:43:00;67;dairy;7;spices
2019-09-02 07:43:00;68;spices;11;spices
2019-09-02 07:43:00;69;checkout;2;checkout
2019-09-02 07:43:00;70;spices;6;drinks
2019-09-02 07:43:00;71;dairy;9;fruit
2019-09-02 07:43:00;72;spices;10;spices
2019-09-02 07:43:00;73;dairy;2;checkout
2019-09-02 07:43:00;74;spices;4;spices
2019-09-02 07:43:00;75;spices;8;dairy
2019-09-02 07:43:00;76;entrance;8;drinks
2019-09-02 07:43:00;77;entrance;9;fruit
2019-09-02 07:43:00;78;entrance;5;spices
2019-09-02 07:43:00;79;entrance;11;dairy
2019-09-02 07:44:00;42;checkout;19;checkout
2019-09-02 07:44:00;45;dairy;30;dairy
2019-09-02 07:44:00;63;fruit;10;fruit
2019-09-02 07:44:00;64;drinks;6;checkout
2019-09-02 07:44:00;65;drinks;8;drinks
2019-09-02 07:44:00;66;drinks;8;spices
2019-09-02 07:44:00;67;spices;7;spices
2019-09-02 07:44:00;68;spices;11;drinks
2019-09-02 07:44:00;70;drinks;6;drinks
2019-09-02 07:44:00;71;fruit;9;fruit
2019-09-02 07:44:00;72;spices;10;drinks
2019-09-02 07:44:00;73;checkout;2;checkout
2019-09-02 07:44:00;74;spices;4;fruit
2019-09-02 07:44:00;75;dairy;8;drinks
2019-09-02 07:44:00;76;drinks;8;drinks
2019-09-02 07:44:00;77;fruit;9;fruit
2019-09-02 07:44:00;78;spices;5;dairy
2019-09-02 07:44:00;79;dairy;11;dairy
2019-09-02 07:45:00;45;dairy;30;dairy
2019-09-02 07:45:00;63;fruit;10;drinks
2019-09-02 07:45:00;64;checkout;6;checkout
2019-09-02 07:45:00;65;drinks;8;dairy
2019-09-02 07:45:00;66;spices;8;spices
2019-09-02 07:45:00;67;spices;7;drinks
2019-09-02 07:45:00;68;drinks;11;drinks
2019-09-02 07:45:00;70;drinks;6;drinks
2019-09-02 07:45:00;71;fruit;9;fruit
2019-09-02 07:45:00;72;drinks;10;drinks
2019-09-02 07:45:00;74;fruit;4;checkout
2019-09-02 07:45:00;75;drinks;8;drinks
